"PowerUsage","Day","Month","Year","DeviceID","Time"
0.298,14,4,2023,9,14
0.404,14,4,2023,10,14
0.4,14,4,2023,11,14
0.47,14,4,2023,12,14
0.462,14,4,2023,13,14
0.454,14,4,2023,14,14
0.452,14,4,2023,15,14
0.324,14,4,2023,16,14
0.286,14,4,2023,17,14
0.286,14,4,2023,18,14
0.284,14,4,2023,19,14
0.286,14,4,2023,20,14
0.284,14,4,2023,1,15
0.284,14,4,2023,2,15
0.286,14,4,2023,3,15
0.304,14,4,2023,4,15
0.39,14,4,2023,5,15
0.386,14,4,2023,6,15
0.314,14,4,2023,7,15
0.388,14,4,2023,8,15
0.384,14,4,2023,9,15
0.328,14,4,2023,10,15
0.284,14,4,2023,11,15
0.214,14,4,2023,12,15
0.216,14,4,2023,13,15
0.216,14,4,2023,14,15
0.216,14,4,2023,15,15
0.216,14,4,2023,16,15
0.216,14,4,2023,17,15
0.214,14,4,2023,18,15
0.326,14,4,2023,19,15
0.32,14,4,2023,20,15
0.314,14,4,2023,1,16
0.312,14,4,2023,2,16
0.312,14,4,2023,3,16
0.386,14,4,2023,4,16
0.29,14,4,2023,5,16
0.282,14,4,2023,6,16
0.282,14,4,2023,7,16
0.214,14,4,2023,8,16
0.214,14,4,2023,9,16
0.214,14,4,2023,10,16
0.214,14,4,2023,11,16
0.214,14,4,2023,12,16
0.254,14,4,2023,13,16
0.32,14,4,2023,14,16
0.318,14,4,2023,15,16
0.314,14,4,2023,16,16
0.312,14,4,2023,17,16
0.31,14,4,2023,18,16
0.294,14,4,2023,19,16
0.29,14,4,2023,20,16
0.284,14,4,2023,1,17
0.282,14,4,2023,2,17
0.282,14,4,2023,3,17
0.212,14,4,2023,4,17
0.214,14,4,2023,5,17
0.212,14,4,2023,6,17
0.252,14,4,2023,7,17
0.402,14,4,2023,8,17
0.402,14,4,2023,9,17
0.396,14,4,2023,10,17
0.392,14,4,2023,11,17
0.388,14,4,2023,12,17
0.384,14,4,2023,13,17
0.29,14,4,2023,14,17
0.366,14,4,2023,15,17
0.362,14,4,2023,16,17
0.36,14,4,2023,17,17
0.356,14,4,2023,18,17
0.304,14,4,2023,19,17
0.284,14,4,2023,20,17
0.286,14,4,2023,1,18
0.366,14,4,2023,2,18
0.388,14,4,2023,3,18
0.384,14,4,2023,4,18
0.382,14,4,2023,5,18
0.342,14,4,2023,6,18
0.312,14,4,2023,7,18
0.216,14,4,2023,8,18
0.214,14,4,2023,9,18
0.216,14,4,2023,10,18
0.292,14,4,2023,11,18
0.29,14,4,2023,12,18
0.288,14,4,2023,13,18
0.286,14,4,2023,14,18
0.216,14,4,2023,15,18
0.214,14,4,2023,16,18
0.324,14,4,2023,17,18
0.322,14,4,2023,18,18
0.314,14,4,2023,19,18
0.312,14,4,2023,20,18
0.312,14,4,2023,1,19
0.31,14,4,2023,2,19
0.216,14,4,2023,3,19
0.218,14,4,2023,4,19
0.216,14,4,2023,5,19
0.284,14,4,2023,6,19
0.294,14,4,2023,7,19
0.288,14,4,2023,8,19
0.286,14,4,2023,9,19
0.286,14,4,2023,10,19
0.306,14,4,2023,11,19
0.324,14,4,2023,12,19
0.318,14,4,2023,13,19
0.316,14,4,2023,14,19
0.314,14,4,2023,15,19
0.31,14,4,2023,16,19
0.23,14,4,2023,17,19
0.218,14,4,2023,18,19
0.218,14,4,2023,19,19
0.218,14,4,2023,20,19
0.218,14,4,2023,1,20
0.296,14,4,2023,2,20
0.292,14,4,2023,3,20
0.288,14,4,2023,4,20
0.288,14,4,2023,5,20
0.414,14,4,2023,6,20
0.408,14,4,2023,7,20
0.404,14,4,2023,8,20
0.4,14,4,2023,9,20
0.398,14,4,2023,10,20
0.396,14,4,2023,11,20
0.296,14,4,2023,12,20
0.292,14,4,2023,13,20
0.292,14,4,2023,14,20
0.29,14,4,2023,15,20
0.29,14,4,2023,16,20
0.38,14,4,2023,17,20
0.364,14,4,2023,18,20
0.358,14,4,2023,19,20
0.41,14,4,2023,20,20
0.448,14,4,2023,1,21
0.386,14,4,2023,2,21
0.382,14,4,2023,3,21
0.38,14,4,2023,4,21
0.38,14,4,2023,5,21
0.252,14,4,2023,6,21
0.216,14,4,2023,7,21
0.216,14,4,2023,8,21
0.218,14,4,2023,9,21
0.218,14,4,2023,10,21
0.218,14,4,2023,11,21
0.218,14,4,2023,12,21
0.296,14,4,2023,13,21
0.292,14,4,2023,14,21
0.398,14,4,2023,15,21
0.39,14,4,2023,16,21
0.32,14,4,2023,17,21
0.318,14,4,2023,18,21
0.318,14,4,2023,19,21
0.316,14,4,2023,20,21
0.22,14,4,2023,1,22
0.22,14,4,2023,2,22
0.218,14,4,2023,3,22
0.218,14,4,2023,4,22
0.22,14,4,2023,5,22
0.22,14,4,2023,6,22
0.218,14,4,2023,7,22
0.296,14,4,2023,8,22
0.37,14,4,2023,9,22
0.398,14,4,2023,10,22
0.392,14,4,2023,11,22
0.378,14,4,2023,12,22
0.316,14,4,2023,13,22
0.314,14,4,2023,14,22
0.254,14,4,2023,15,22
0.222,14,4,2023,16,22
0.886,14,4,2023,17,22
1.304,14,4,2023,18,22
1.292,14,4,2023,19,22
1.292,14,4,2023,20,22
1.282,14,4,2023,1,23
1.278,14,4,2023,2,23
1.282,14,4,2023,3,23
1.45,14,4,2023,4,23
1.436,14,4,2023,5,23
1.514,14,4,2023,6,23
1.526,14,4,2023,7,23
1.454,14,4,2023,8,23
1.454,14,4,2023,9,23
1.38,14,4,2023,10,23
1.366,14,4,2023,11,23
1.356,14,4,2023,12,23
1.358,14,4,2023,13,23
1.364,14,4,2023,14,23
1.368,14,4,2023,15,23
0.98,14,4,2023,16,23
0.294,14,4,2023,17,23
0.356,14,4,2023,18,23
0.49,14,4,2023,19,23
0.47,14,4,2023,20,23
0.456,15,4,2023,1,0
0.45,15,4,2023,2,0
0.448,15,4,2023,3,0
0.31,15,4,2023,4,0
0.286,15,4,2023,5,0
0.218,15,4,2023,6,0
0.218,15,4,2023,7,0
0.218,15,4,2023,8,0
0.218,15,4,2023,9,0
0.218,15,4,2023,10,0
0.22,15,4,2023,11,0
0.222,15,4,2023,12,0
0.326,15,4,2023,13,0
0.32,15,4,2023,14,0
0.392,15,4,2023,15,0
0.388,15,4,2023,16,0
0.384,15,4,2023,17,0
0.382,15,4,2023,18,0
0.286,15,4,2023,19,0
0.216,15,4,2023,20,0
0.216,15,4,2023,1,1
0.216,15,4,2023,2,1
0.216,15,4,2023,3,1
0.216,15,4,2023,4,1
0.216,15,4,2023,5,1
0.214,15,4,2023,6,1
0.216,15,4,2023,7,1
0.324,15,4,2023,8,1
0.318,15,4,2023,9,1
0.314,15,4,2023,10,1
0.39,15,4,2023,11,1
0.386,15,4,2023,12,1
0.378,15,4,2023,13,1
0.284,15,4,2023,14,1
0.226,15,4,2023,15,1
0.216,15,4,2023,16,1
0.214,15,4,2023,17,1
0.216,15,4,2023,18,1
0.216,15,4,2023,19,1
0.216,15,4,2023,20,1
0.216,15,4,2023,1,2
0.266,15,4,2023,2,2
0.322,15,4,2023,3,2
0.318,15,4,2023,4,2
0.316,15,4,2023,5,2
0.434,15,4,2023,6,2
0.472,15,4,2023,7,2
0.426,15,4,2023,8,2
0.37,15,4,2023,9,2
0.366,15,4,2023,10,2
0.296,15,4,2023,11,2
0.294,15,4,2023,12,2
0.292,15,4,2023,13,2
0.29,15,4,2023,14,2
0.29,15,4,2023,15,2
0.288,15,4,2023,16,2
0.398,15,4,2023,17,2
0.392,15,4,2023,18,2
0.388,15,4,2023,19,2
0.384,15,4,2023,20,2
0.38,15,4,2023,1,3
0.458,15,4,2023,2,3
0.362,15,4,2023,3,3
0.358,15,4,2023,4,3
0.356,15,4,2023,5,3
0.264,15,4,2023,6,3
0.218,15,4,2023,7,3
0.218,15,4,2023,8,3
0.22,15,4,2023,9,3
0.218,15,4,2023,10,3
0.218,15,4,2023,11,3
0.326,15,4,2023,12,3
0.322,15,4,2023,13,3
0.318,15,4,2023,14,3
0.314,15,4,2023,15,3
0.312,15,4,2023,16,3
0.314,15,4,2023,17,3
0.296,15,4,2023,18,3
0.292,15,4,2023,19,3
0.29,15,4,2023,20,3
0.288,15,4,2023,1,4
0.22,15,4,2023,2,4
0.218,15,4,2023,3,4
0.218,15,4,2023,4,4
0.218,15,4,2023,5,4
0.344,15,4,2023,6,4
0.324,15,4,2023,7,4
0.318,15,4,2023,8,4
0.316,15,4,2023,9,4
0.336,15,4,2023,10,4
0.314,15,4,2023,11,4
0.218,15,4,2023,12,4
0.312,15,4,2023,13,4
0.296,15,4,2023,14,4
0.292,15,4,2023,15,4
0.292,15,4,2023,16,4
0.284,15,4,2023,17,4
0.218,15,4,2023,18,4
0.218,15,4,2023,19,4
0.218,15,4,2023,20,4
0.324,15,4,2023,1,5
0.32,15,4,2023,2,5
0.318,15,4,2023,3,5
0.314,15,4,2023,4,5
0.312,15,4,2023,5,5
0.362,15,4,2023,6,5
0.304,15,4,2023,7,5
0.302,15,4,2023,8,5
0.378,15,4,2023,9,5
0.374,15,4,2023,10,5
0.366,15,4,2023,11,5
0.362,15,4,2023,12,5
0.292,15,4,2023,13,5
0.29,15,4,2023,14,5
0.4,15,4,2023,15,5
0.392,15,4,2023,16,5
0.388,15,4,2023,17,5
0.386,15,4,2023,18,5
0.384,15,4,2023,19,5
0.382,15,4,2023,20,5
0.288,15,4,2023,1,6
0.288,15,4,2023,2,6
0.288,15,4,2023,3,6
0.378,15,4,2023,4,6
0.362,15,4,2023,5,6
0.29,15,4,2023,6,6
0.29,15,4,2023,7,6
0.272,15,4,2023,8,6
0.22,15,4,2023,9,6
0.326,15,4,2023,10,6
0.322,15,4,2023,11,6
0.318,15,4,2023,12,6
0.314,15,4,2023,13,6
0.314,15,4,2023,14,6
0.29,15,4,2023,15,6
0.218,15,4,2023,16,6
0.218,15,4,2023,17,6
0.218,15,4,2023,18,6
0.218,15,4,2023,19,6
0.296,15,4,2023,20,6
0.294,15,4,2023,1,7
0.29,15,4,2023,2,7
0.29,15,4,2023,3,7
0.332,15,4,2023,4,7
0.324,15,4,2023,5,7
0.32,15,4,2023,6,7
0.318,15,4,2023,7,7
0.316,15,4,2023,8,7
0.314,15,4,2023,9,7
0.218,15,4,2023,10,7
0.22,15,4,2023,11,7
0.22,15,4,2023,12,7
0.22,15,4,2023,13,7
0.218,15,4,2023,14,7
0.296,15,4,2023,15,7
0.294,15,4,2023,16,7
0.292,15,4,2023,17,7
0.324,15,4,2023,18,7
0.326,15,4,2023,19,7
0.322,15,4,2023,20,7
0.318,15,4,2023,1,8
0.314,15,4,2023,2,8
0.312,15,4,2023,3,8
0.236,15,4,2023,4,8
0.216,15,4,2023,5,8
0.304,15,4,2023,6,8
0.304,15,4,2023,7,8
0.304,15,4,2023,8,8
0.304,15,4,2023,9,8
0.38,15,4,2023,10,8
0.372,15,4,2023,11,8
0.366,15,4,2023,12,8
0.468,15,4,2023,13,8
0.418,15,4,2023,14,8
0.388,15,4,2023,15,8
0.384,15,4,2023,16,8
0.38,15,4,2023,17,8
0.382,15,4,2023,18,8
0.286,15,4,2023,19,8
0.286,15,4,2023,20,8
0.286,15,4,2023,1,9
0.286,15,4,2023,2,9
0.282,15,4,2023,3,9
0.284,15,4,2023,4,9
0.234,15,4,2023,5,9
0.292,15,4,2023,6,9
0.366,15,4,2023,7,9
0.392,15,4,2023,8,9
0.386,15,4,2023,9,9
0.316,15,4,2023,10,9
0.312,15,4,2023,11,9
0.31,15,4,2023,12,9
0.216,15,4,2023,13,9
0.216,15,4,2023,14,9
0.216,15,4,2023,15,9
0.212,15,4,2023,16,9
0.214,15,4,2023,17,9
0.218,15,4,2023,18,9
0.216,15,4,2023,19,9
0.218,15,4,2023,20,9
0.294,15,4,2023,1,10
0.404,15,4,2023,2,10
0.392,15,4,2023,3,10
0.386,15,4,2023,4,10
0.312,15,4,2023,5,10
0.308,15,4,2023,6,10
0.308,15,4,2023,7,10
0.216,15,4,2023,8,10
0.216,15,4,2023,9,10
0.216,15,4,2023,10,10
0.216,15,4,2023,11,10
0.214,15,4,2023,12,10
0.216,15,4,2023,13,10
0.216,15,4,2023,14,10
0.216,15,4,2023,15,10
0.27,15,4,2023,16,10
0.398,15,4,2023,17,10
0.39,15,4,2023,18,10
0.384,15,4,2023,19,10
0.378,15,4,2023,20,10
0.308,15,4,2023,1,11
0.308,15,4,2023,2,11
0.212,15,4,2023,3,11
0.214,15,4,2023,4,11
0.308,15,4,2023,5,11
0.302,15,4,2023,6,11
0.302,15,4,2023,7,11
0.3,15,4,2023,8,11
0.298,15,4,2023,9,11
0.292,15,4,2023,10,11
0.896,15,4,2023,11,11
1.524,15,4,2023,12,11
1.504,15,4,2023,13,11
1.492,15,4,2023,14,11
1.486,15,4,2023,15,11
1.416,15,4,2023,16,11
1.34,15,4,2023,17,11
1.326,15,4,2023,18,11
1.328,15,4,2023,19,11
1.334,15,4,2023,20,11
1.326,15,4,2023,1,12
1.324,15,4,2023,2,12
1.324,15,4,2023,3,12
1.318,15,4,2023,4,12
1.252,15,4,2023,5,12
1.346,15,4,2023,6,12
1.394,15,4,2023,7,12
1.41,15,4,2023,8,12
1.398,15,4,2023,9,12
0.934,15,4,2023,10,12
0.37,15,4,2023,11,12
0.212,15,4,2023,12,12
0.212,15,4,2023,13,12
0.212,15,4,2023,14,12
0.212,15,4,2023,15,12
0.212,15,4,2023,16,12
0.212,15,4,2023,17,12
0.212,15,4,2023,18,12
0.214,15,4,2023,19,12
0.214,15,4,2023,20,12
0.32,15,4,2023,1,13
0.316,15,4,2023,2,13
0.4,15,4,2023,3,13
0.384,15,4,2023,4,13
0.38,15,4,2023,5,13
0.376,15,4,2023,6,13
0.286,15,4,2023,7,13
0.216,15,4,2023,8,13
0.216,15,4,2023,9,13
0.216,15,4,2023,10,13
0.216,15,4,2023,11,13
0.216,15,4,2023,12,13
0.216,15,4,2023,13,13
0.216,15,4,2023,14,13
0.326,15,4,2023,15,13
0.32,15,4,2023,16,13
0.316,15,4,2023,17,13
0.312,15,4,2023,18,13
0.388,15,4,2023,19,13
0.386,15,4,2023,20,13
0.286,15,4,2023,1,14
0.294,15,4,2023,2,14
0.3,15,4,2023,3,14
0.44,15,4,2023,4,14
0.906,15,4,2023,5,14
0.476,15,4,2023,6,14
1.82,15,4,2023,7,14
0.632,15,4,2023,8,14
0.572,15,4,2023,9,14
0.458,15,4,2023,10,14
0.46,15,4,2023,11,14
0.376,15,4,2023,12,14
0.458,15,4,2023,13,14
1.016,15,4,2023,14,14
0.466,15,4,2023,15,14
0.456,15,4,2023,16,14
0.75,15,4,2023,17,14
0.352,15,4,2023,18,14
0.382,15,4,2023,19,14
0.452,15,4,2023,20,14
0.45,15,4,2023,1,15
0.452,15,4,2023,2,15
0.344,15,4,2023,3,15
0.278,15,4,2023,4,15
0.278,15,4,2023,5,15
0.388,15,4,2023,6,15
1.744,15,4,2023,7,15
1.896,15,4,2023,8,15
2.38,15,4,2023,9,15
2.84,15,4,2023,10,15
2.8,15,4,2023,11,15
2.914,15,4,2023,12,15
2.802,15,4,2023,13,15
2.838,15,4,2023,14,15
2.85,15,4,2023,15,15
1.454,15,4,2023,16,15
1.458,15,4,2023,17,15
1.446,15,4,2023,18,15
1.378,15,4,2023,19,15
1.472,15,4,2023,20,15
1.486,15,4,2023,1,16
1.52,15,4,2023,2,16
1.514,15,4,2023,3,16
1.512,15,4,2023,4,16
1.506,15,4,2023,5,16
1.496,15,4,2023,6,16
1.486,15,4,2023,7,16
0.362,15,4,2023,8,16
0.83,15,4,2023,9,16
0.578,15,4,2023,10,16
0.328,15,4,2023,11,16
0.412,15,4,2023,12,16
0.534,15,4,2023,13,16
0.502,15,4,2023,14,16
0.494,15,4,2023,15,16
0.396,15,4,2023,16,16
0.434,15,4,2023,17,16
0.336,15,4,2023,18,16
0.226,15,4,2023,19,16
0.386,15,4,2023,20,16
0.31,15,4,2023,1,17
0.308,15,4,2023,2,17
0.302,15,4,2023,3,17
0.442,15,4,2023,4,17
0.206,15,4,2023,5,17
0.154,15,4,2023,6,17
0.17,15,4,2023,7,17
0.202,15,4,2023,8,17
0.198,15,4,2023,9,17
0.194,15,4,2023,10,17
0.306,15,4,2023,11,17
0.31,15,4,2023,12,17
0.23,15,4,2023,13,17
0.226,15,4,2023,14,17
0.224,15,4,2023,15,17
0.222,15,4,2023,16,17
0.222,15,4,2023,17,17
0.22,15,4,2023,18,17
0.138,15,4,2023,19,17
0.126,15,4,2023,20,17
0.126,15,4,2023,1,18
0.126,15,4,2023,2,18
0.202,15,4,2023,3,18
0.2,15,4,2023,4,18
0.196,15,4,2023,5,18
0.194,15,4,2023,6,18
0.194,15,4,2023,7,18
0.324,15,4,2023,8,18
0.316,15,4,2023,9,18
0.31,15,4,2023,10,18
0.306,15,4,2023,11,18
0.302,15,4,2023,12,18
0.298,15,4,2023,13,18
0.284,15,4,2023,14,18
0.154,15,4,2023,15,18
0.124,15,4,2023,16,18
0.144,15,4,2023,17,18
0.198,15,4,2023,18,18
0.204,15,4,2023,19,18
0.198,15,4,2023,20,18
0.196,15,4,2023,1,19
0.194,15,4,2023,2,19
0.192,15,4,2023,3,19
0.234,15,4,2023,4,19
0.23,15,4,2023,5,19
0.224,15,4,2023,6,19
0.22,15,4,2023,7,19
0.218,15,4,2023,8,19
0.218,15,4,2023,9,19
0.218,15,4,2023,10,19
0.122,15,4,2023,11,19
0.122,15,4,2023,12,19
0.122,15,4,2023,13,19
0.2,15,4,2023,14,19
0.198,15,4,2023,15,19
0.222,15,4,2023,16,19
0.278,15,4,2023,17,19
0.278,15,4,2023,18,19
0.292,15,4,2023,19,19
0.312,15,4,2023,20,19
0.304,15,4,2023,1,20
0.302,15,4,2023,2,20
0.222,15,4,2023,3,20
0.22,15,4,2023,4,20
0.22,15,4,2023,5,20
0.154,15,4,2023,6,20
0.124,15,4,2023,7,20
0.126,15,4,2023,8,20
0.14,15,4,2023,9,20
0.204,15,4,2023,10,20
0.198,15,4,2023,11,20
0.196,15,4,2023,12,20
0.194,15,4,2023,13,20
0.148,15,4,2023,14,20
0.234,15,4,2023,15,20
0.226,15,4,2023,16,20
0.222,15,4,2023,17,20
0.22,15,4,2023,18,20
0.22,15,4,2023,19,20
0.22,15,4,2023,20,20
0.218,15,4,2023,1,21
0.124,15,4,2023,2,21
0.124,15,4,2023,3,21
0.124,15,4,2023,4,21
0.202,15,4,2023,5,21
0.284,15,4,2023,6,21
0.282,15,4,2023,7,21
0.28,15,4,2023,8,21
0.276,15,4,2023,9,21
0.31,15,4,2023,10,21
0.308,15,4,2023,11,21
0.226,15,4,2023,12,21
0.224,15,4,2023,13,21
0.224,15,4,2023,14,21
0.222,15,4,2023,15,21
0.22,15,4,2023,16,21
0.126,15,4,2023,17,21
0.126,15,4,2023,18,21
0.152,15,4,2023,19,21
0.994,15,4,2023,20,21
3.556,15,4,2023,1,22
3.788,15,4,2023,2,22
3.192,15,4,2023,3,22
0.964,15,4,2023,4,22
1.042,15,4,2023,5,22
1.23,15,4,2023,6,22
0.84,15,4,2023,7,22
1.14,15,4,2023,8,22
1.266,15,4,2023,9,22
1.36,15,4,2023,10,22
1.406,15,4,2023,11,22
2.17,15,4,2023,12,22
2.016,15,4,2023,13,22
1.88,15,4,2023,14,22
2.066,15,4,2023,15,22
2.172,15,4,2023,16,22
1.576,15,4,2023,17,22
1.566,15,4,2023,18,22
1.56,15,4,2023,19,22
1.496,15,4,2023,20,22
1.418,15,4,2023,1,23
1.404,15,4,2023,2,23
1.4,15,4,2023,3,23
1.4,15,4,2023,4,23
1.386,15,4,2023,5,23
1.396,15,4,2023,6,23
1.398,15,4,2023,7,23
1.302,15,4,2023,8,23
1.306,15,4,2023,9,23
0.222,15,4,2023,10,23
0.322,15,4,2023,11,23
0.404,15,4,2023,12,23
0.4,15,4,2023,13,23
0.398,15,4,2023,14,23
0.4,15,4,2023,15,23
0.382,15,4,2023,16,23
0.44,15,4,2023,17,23
0.322,15,4,2023,18,23
0.32,15,4,2023,19,23
0.316,15,4,2023,20,23
0.314,16,4,2023,1,0
0.312,16,4,2023,2,0
0.132,16,4,2023,3,0
0.132,16,4,2023,4,0
0.22,16,4,2023,5,0
0.288,16,4,2023,6,0
0.296,16,4,2023,7,0
0.288,16,4,2023,8,0
0.282,16,4,2023,9,0
0.276,16,4,2023,10,0
0.13,16,4,2023,11,0
0.24,16,4,2023,12,0
0.234,16,4,2023,13,0
0.23,16,4,2023,14,0
0.228,16,4,2023,15,0
0.226,16,4,2023,16,0
0.226,16,4,2023,17,0
0.224,16,4,2023,18,0
0.13,16,4,2023,19,0
0.13,16,4,2023,20,0
0.13,16,4,2023,1,1
0.208,16,4,2023,2,1
0.204,16,4,2023,3,1
0.2,16,4,2023,4,1
0.2,16,4,2023,5,1
0.13,16,4,2023,6,1
0.152,16,4,2023,7,1
0.238,16,4,2023,8,1
0.236,16,4,2023,9,1
0.232,16,4,2023,10,1
0.228,16,4,2023,11,1
0.228,16,4,2023,12,1
0.226,16,4,2023,13,1
0.186,16,4,2023,14,1
0.218,16,4,2023,15,1
0.218,16,4,2023,16,1
0.294,16,4,2023,17,1
0.29,16,4,2023,18,1
0.282,16,4,2023,19,1
0.264,16,4,2023,20,1
0.2,16,4,2023,1,2
0.13,16,4,2023,2,2
0.242,16,4,2023,3,2
0.234,16,4,2023,4,2
0.23,16,4,2023,5,2
0.228,16,4,2023,6,2
0.226,16,4,2023,7,2
0.224,16,4,2023,8,2
0.224,16,4,2023,9,2
0.13,16,4,2023,10,2
0.13,16,4,2023,11,2
0.158,16,4,2023,12,2
0.21,16,4,2023,13,2
0.204,16,4,2023,14,2
0.2,16,4,2023,15,2
0.2,16,4,2023,16,2
0.13,16,4,2023,17,2
0.226,16,4,2023,18,2
0.236,16,4,2023,19,2
0.23,16,4,2023,20,2
0.228,16,4,2023,1,3
0.226,16,4,2023,2,3
0.226,16,4,2023,3,3
0.312,16,4,2023,4,3
0.22,16,4,2023,5,3
0.216,16,4,2023,6,3
0.214,16,4,2023,7,3
0.29,16,4,2023,8,3
0.284,16,4,2023,9,3
0.202,16,4,2023,10,3
0.198,16,4,2023,11,3
0.136,16,4,2023,12,3
0.152,16,4,2023,13,3
0.236,16,4,2023,14,3
0.232,16,4,2023,15,3
0.23,16,4,2023,16,3
0.226,16,4,2023,17,3
0.226,16,4,2023,18,3
0.224,16,4,2023,19,3
0.128,16,4,2023,20,3
0.13,16,4,2023,1,4
0.13,16,4,2023,2,4
0.21,16,4,2023,3,4
0.208,16,4,2023,4,4
0.202,16,4,2023,5,4
0.2,16,4,2023,6,4
0.2,16,4,2023,7,4
0.13,16,4,2023,8,4
0.238,16,4,2023,9,4
0.256,16,4,2023,10,4
0.23,16,4,2023,11,4
0.226,16,4,2023,12,4
0.226,16,4,2023,13,4
0.312,16,4,2023,14,4
0.264,16,4,2023,15,4
0.216,16,4,2023,16,4
0.216,16,4,2023,17,4
0.214,16,4,2023,18,4
0.286,16,4,2023,19,4
0.204,16,4,2023,20,4
0.2,16,4,2023,1,5
0.198,16,4,2023,2,5
0.128,16,4,2023,3,5
0.24,16,4,2023,4,5
0.234,16,4,2023,5,5
0.23,16,4,2023,6,5
0.226,16,4,2023,7,5
0.224,16,4,2023,8,5
0.222,16,4,2023,9,5
0.222,16,4,2023,10,5
0.126,16,4,2023,11,5
0.126,16,4,2023,12,5
0.128,16,4,2023,13,5
0.204,16,4,2023,14,5
0.202,16,4,2023,15,5
0.198,16,4,2023,16,5
0.198,16,4,2023,17,5
0.144,16,4,2023,18,5
0.178,16,4,2023,19,5
0.234,16,4,2023,20,5
0.23,16,4,2023,1,6
0.228,16,4,2023,2,6
0.224,16,4,2023,3,6
0.308,16,4,2023,4,6
0.31,16,4,2023,5,6
0.218,16,4,2023,6,6
0.214,16,4,2023,7,6
0.212,16,4,2023,8,6
0.268,16,4,2023,9,6
0.208,16,4,2023,10,6
0.204,16,4,2023,11,6
0.202,16,4,2023,12,6
0.202,16,4,2023,13,6
0.13,16,4,2023,14,6
0.24,16,4,2023,15,6
0.234,16,4,2023,16,6
0.23,16,4,2023,17,6
0.226,16,4,2023,18,6
0.226,16,4,2023,19,6
0.224,16,4,2023,20,6
0.154,16,4,2023,1,7
0.794,16,4,2023,2,7
0.132,16,4,2023,3,7
1.224,16,4,2023,4,7
0.264,16,4,2023,5,7
0.278,16,4,2023,6,7
0.268,16,4,2023,7,7
0.268,16,4,2023,8,7
0.196,16,4,2023,9,7
0.298,16,4,2023,10,7
0.294,16,4,2023,11,7
0.308,16,4,2023,12,7
0.292,16,4,2023,13,7
0.296,16,4,2023,14,7
0.456,16,4,2023,15,7
1.706,16,4,2023,16,7
1.48,16,4,2023,17,7
1.332,16,4,2023,18,7
2.346,16,4,2023,19,7
1.53,16,4,2023,20,7
1.304,16,4,2023,1,8
1.472,16,4,2023,2,8
1.252,16,4,2023,3,8
1.24,16,4,2023,4,8
1.308,16,4,2023,5,8
1.284,16,4,2023,6,8
1.268,16,4,2023,7,8
1.26,16,4,2023,8,8
1.258,16,4,2023,9,8
1.25,16,4,2023,10,8
1.26,16,4,2023,11,8
1.174,16,4,2023,12,8
1.156,16,4,2023,13,8
1.16,16,4,2023,14,8
1.16,16,4,2023,15,8
1.148,16,4,2023,16,8
1.246,16,4,2023,17,8
1.246,16,4,2023,18,8
1.222,16,4,2023,19,8
1.236,16,4,2023,20,8
1.342,16,4,2023,1,9
1.272,16,4,2023,2,9
1.272,16,4,2023,3,9
1.27,16,4,2023,4,9
1.35,16,4,2023,5,9
0.306,16,4,2023,6,9
0.212,16,4,2023,7,9
0.21,16,4,2023,8,9
0.208,16,4,2023,9,9
0.204,16,4,2023,10,9
0.124,16,4,2023,11,9
0.194,16,4,2023,12,9
0.202,16,4,2023,13,9
0.196,16,4,2023,14,9
0.194,16,4,2023,15,9
0.298,16,4,2023,16,9
0.224,16,4,2023,17,9
0.222,16,4,2023,18,9
0.218,16,4,2023,19,9
0.22,16,4,2023,20,9
0.22,16,4,2023,1,10
0.158,16,4,2023,2,10
0.124,16,4,2023,3,10
0.124,16,4,2023,4,10
0.124,16,4,2023,5,10
0.124,16,4,2023,6,10
0.126,16,4,2023,7,10
0.204,16,4,2023,8,10
0.2,16,4,2023,9,10
0.198,16,4,2023,10,10
0.216,16,4,2023,11,10
0.25,16,4,2023,12,10
0.228,16,4,2023,13,10
0.224,16,4,2023,14,10
0.222,16,4,2023,15,10
0.306,16,4,2023,16,10
0.306,16,4,2023,17,10
0.212,16,4,2023,18,10
0.21,16,4,2023,19,10
0.208,16,4,2023,20,10
0.24,16,4,2023,1,11
0.158,16,4,2023,2,11
0.238,16,4,2023,3,11
0.242,16,4,2023,4,11
0.234,16,4,2023,5,11
0.234,16,4,2023,6,11
0.338,16,4,2023,7,11
0.264,16,4,2023,8,11
0.262,16,4,2023,9,11
0.256,16,4,2023,10,11
0.256,16,4,2023,11,11
0.256,16,4,2023,12,11
0.258,16,4,2023,13,11
0.16,16,4,2023,14,11
0.156,16,4,2023,15,11
0.152,16,4,2023,16,11
0.166,16,4,2023,17,11
0.244,16,4,2023,18,11
0.242,16,4,2023,19,11
0.238,16,4,2023,20,11
0.236,16,4,2023,1,12
0.26,16,4,2023,2,12
0.27,16,4,2023,3,12
0.266,16,4,2023,4,12
0.262,16,4,2023,5,12
0.26,16,4,2023,6,12
0.344,16,4,2023,7,12
0.344,16,4,2023,8,12
0.252,16,4,2023,9,12
0.248,16,4,2023,10,12
0.64,16,4,2023,11,12
0.658,16,4,2023,12,12
0.576,16,4,2023,13,12
0.572,16,4,2023,14,12
0.568,16,4,2023,15,12
0.23,16,4,2023,16,12
3.044,16,4,2023,17,12
0.792,16,4,2023,18,12
0.96,16,4,2023,19,12
